Query ID,Subject ID,Percent identity
Desulfosporosinus meridiei,Terriglobus roseus,78.4
Desulfosporosinus meridiei,Pseudomonas stutzeri,78.2
Desulfosporosinus meridiei,Olsenella uli,78.1
Desulfosporosinus meridiei,Spirochaeta smaragdinae,77.9
Desulfosporosinus meridiei,Meiothermus silvanus,77.4
Desulfosporosinus meridiei,Escherichia coli,77.2
Desulfosporosinus meridiei,Salmonella bongori,77.3
Desulfosporosinus meridiei,Salmonella enterica,76.9
Desulfosporosinus meridiei,Hirschia baltica,75.9
Desulfosporosinus meridiei,Coraliomargarita akajimensis,75.7
Desulfosporosinus meridiei,Fervidobacterium pennivorans,75
Desulfosporosinus meridiei,Echinicola vietnamensis,74
Desulfosporosinus meridiei,Natronobacterium gregoryi,69.4
Desulfosporosinus meridiei,Halovivax ruber,69.6
Desulfosporosinus meridiei,Natronococcus occultus,70.6
Desulfotomaculum gibsoniae,Desulfotomaculum gibsoniae,100
Desulfotomaculum gibsoniae,Desulfosporosinus acidiphilus,86.3
Desulfotomaculum gibsoniae,Desulfosporosinus meridiei,85.6
Desulfotomaculum gibsoniae,Clostridium thermocellum,84.8
Desulfotomaculum gibsoniae,Thermobacillus composti,82.1
Desulfotomaculum gibsoniae,Streptococcus pyogenes,82.1
Desulfotomaculum gibsoniae,Clostridium perfringens,81.9
Desulfotomaculum gibsoniae,Corynebacterium glutamicum,81
Desulfotomaculum gibsoniae,Segniliparus rotundus,80.5
Desulfotomaculum gibsoniae,Terriglobus roseus,79.6
Desulfotomaculum gibsoniae,Nocardiopsis dassonvillei,78.4
Desulfotomaculum gibsoniae,Frateuria aurantia,78
Desulfotomaculum gibsoniae,Olsenella uli,79.1
Desulfotomaculum gibsoniae,Spirochaeta smaragdinae,78.3
Desulfotomaculum gibsoniae,Pseudomonas stutzeri,80
Desulfotomaculum gibsoniae,Meiothermus silvanus,77
Desulfotomaculum gibsoniae,Salmonella bongori,79.7
Desulfotomaculum gibsoniae,Coraliomargarita akajimensis,76.7
Desulfotomaculum gibsoniae,Escherichia coli,79.4
Desulfotomaculum gibsoniae,Salmonella enterica,79.5
Desulfotomaculum gibsoniae,Hirschia baltica,78.6
Desulfotomaculum gibsoniae,Fervidobacterium pennivorans,75.9
Desulfotomaculum gibsoniae,Echinicola vietnamensis,74
Desulfotomaculum gibsoniae,Natronobacterium gregoryi,69.6
Desulfotomaculum gibsoniae,Halovivax ruber,69.5
Desulfotomaculum gibsoniae,Natronococcus occultus,69.1
Escherichia coli,Escherichia coli,100
Escherichia coli,Salmonella enterica,98.5
Escherichia coli,Salmonella bongori,97.9
Escherichia coli,Pseudomonas stutzeri,87
Escherichia coli,Frateuria aurantia,82.7
Escherichia coli,Desulfosporosinus meridiei,77.2
Escherichia coli,Streptococcus pyogenes,77.5
Escherichia coli,Segniliparus rotundus,77.1
Escherichia coli,Desulfosporosinus acidiphilus,79.3
Escherichia coli,Clostridium thermocellum,76.9
Escherichia coli,Thermobacillus composti,78.2
Escherichia coli,Hirschia baltica,76.6
Escherichia coli,Corynebacterium glutamicum,76.7
Escherichia coli,Desulfotomaculum gibsoniae,79.4
Escherichia coli,Clostridium perfringens,76.2
Escherichia coli,Terriglobus roseus,76.2
Escherichia coli,Olsenella uli,76.4
Escherichia coli,Coraliomargarita akajimensis,78.6
Escherichia coli,Meiothermus silvanus,75.3
Escherichia coli,Spirochaeta smaragdinae,78.3
Escherichia coli,Nocardiopsis dassonvillei,75.2
Escherichia coli,Echinicola vietnamensis,75
Escherichia coli,Fervidobacterium pennivorans,73.2
Echinicola vietnamensis,Echinicola vietnamensis,100
Echinicola vietnamensis,Clostridium thermocellum,76.3
Echinicola vietnamensis,Segniliparus rotundus,75.4
Echinicola vietnamensis,Streptococcus pyogenes,75.1
Echinicola vietnamensis,Corynebacterium glutamicum,75.4
Echinicola vietnamensis,Frateuria aurantia,75.4
Echinicola vietnamensis,Spirochaeta smaragdinae,75
Echinicola vietnamensis,Fervidobacterium pennivorans,75
Echinicola vietnamensis,Salmonella enterica,75.1
Echinicola vietnamensis,Salmonella bongori,75.2
Echinicola vietnamensis,Escherichia coli,75
Echinicola vietnamensis,Desulfosporosinus acidiphilus,74.1
Echinicola vietnamensis,Meiothermus silvanus,74.3
Echinicola vietnamensis,Pseudomonas stutzeri,74.9
Echinicola vietnamensis,Desulfosporosinus meridiei,74
Echinicola vietnamensis,Nocardiopsis dassonvillei,74.3
Echinicola vietnamensis,Desulfotomaculum gibsoniae,74
Echinicola vietnamensis,Hirschia baltica,73.6
Echinicola vietnamensis,Terriglobus roseus,73
Echinicola vietnamensis,Olsenella uli,73.4
Echinicola vietnamensis,Coraliomargarita akajimensis,72.7
Echinicola vietnamensis,Clostridium perfringens,73
Echinicola vietnamensis,Thermobacillus composti,72.1
Echinicola vietnamensis,Halovivax ruber,67.2
Fervidobacterium pennivorans,Fervidobacterium pennivorans,100
Fervidobacterium pennivorans,Clostridium thermocellum,77.7
Fervidobacterium pennivorans,Olsenella uli,76.6
Fervidobacterium pennivorans,Segniliparus rotundus,76.7
Fervidobacterium pennivorans,Meiothermus silvanus,76.7
Fervidobacterium pennivorans,Corynebacterium glutamicum,76
Fervidobacterium pennivorans,Desulfotomaculum gibsoniae,75.9
Fervidobacterium pennivorans,Desulfosporosinus meridiei,75
Fervidobacterium pennivorans,Desulfosporosinus acidiphilus,76.7
Fervidobacterium pennivorans,Spirochaeta smaragdinae,75.1
Fervidobacterium pennivorans,Thermobacillus composti,75.4
Fervidobacterium pennivorans,Echinicola vietnamensis,75
Fervidobacterium pennivorans,Nocardiopsis dassonvillei,74.8
Fervidobacterium pennivorans,Frateuria aurantia,74.7
Fervidobacterium pennivorans,Clostridium perfringens,75
Fervidobacterium pennivorans,Streptococcus pyogenes,73.8
Fervidobacterium pennivorans,Terriglobus roseus,75
Fervidobacterium pennivorans,Salmonella enterica,73.3
Fervidobacterium pennivorans,Salmonella bongori,73.5
Fervidobacterium pennivorans,Escherichia coli,73.2
Fervidobacterium pennivorans,Pseudomonas stutzeri,73.3
Fervidobacterium pennivorans,Coraliomargarita akajimensis,73
Fervidobacterium pennivorans,Hirschia baltica,73.6
Fervidobacterium pennivorans,Halovivax ruber,69.2
Fervidobacterium pennivorans,Natronococcus occultus,69.3
Fervidobacterium pennivorans,Natronobacterium gregoryi,69.2
Frateuria aurantia,Frateuria aurantia,100
Frateuria aurantia,Pseudomonas stutzeri,86.6
Frateuria aurantia,Salmonella enterica,83.2
Frateuria aurantia,Salmonella bongori,83
Frateuria aurantia,Escherichia coli,82.7
Frateuria aurantia,Desulfosporosinus acidiphilus,82.2
Frateuria aurantia,Clostridium thermocellum,79.4
Frateuria aurantia,Desulfosporosinus meridiei,79.5
Frateuria aurantia,Corynebacterium glutamicum,79
Frateuria aurantia,Segniliparus rotundus,78.4
Frateuria aurantia,Thermobacillus composti,78.1
Frateuria aurantia,Streptococcus pyogenes,78.4
Frateuria aurantia,Desulfotomaculum gibsoniae,78
Frateuria aurantia,Meiothermus silvanus,77.3
Frateuria aurantia,Terriglobus roseus,77.5
Frateuria aurantia,Nocardiopsis dassonvillei,77.5
Frateuria aurantia,Clostridium perfringens,77.2
Frateuria aurantia,Hirschia baltica,76.8
Frateuria aurantia,Spirochaeta smaragdinae,76.7
Frateuria aurantia,Coraliomargarita akajimensis,76.5
Frateuria aurantia,Olsenella uli,76.1
Frateuria aurantia,Echinicola vietnamensis,75.4
Frateuria aurantia,Fervidobacterium pennivorans,74.7
Frateuria aurantia,Halovivax ruber,67
Frateuria aurantia,Natronococcus occultus,67.9
Frateuria aurantia,Natronobacterium gregoryi,67
Halovivax ruber,Halovivax ruber,100
Halovivax ruber,Natronococcus occultus,94.4
Halovivax ruber,Natronobacterium gregoryi,92.6
Halovivax ruber,Fervidobacterium pennivorans,69.2
Halovivax ruber,Spirochaeta smaragdinae,68.7
Halovivax ruber,Desulfosporosinus meridiei,69.6
Halovivax ruber,Desulfosporosinus acidiphilus,68.3
Halovivax ruber,Streptococcus pyogenes,69.3
Halovivax ruber,Thermobacillus composti,69.3
Halovivax ruber,Desulfotomaculum gibsoniae,69.5
Halovivax ruber,Pseudomonas stutzeri,69.5
Halovivax ruber,Nocardiopsis dassonvillei,67.7
Halovivax ruber,Clostridium thermocellum,67.4
Halovivax ruber,Olsenella uli,65.7
Halovivax ruber,Corynebacterium glutamicum,69.1
Halovivax ruber,Salmonella bongori,66.6
Halovivax ruber,Terriglobus roseus,66.9
Halovivax ruber,Clostridium perfringens,68
Halovivax ruber,Meiothermus silvanus,67.9
Halovivax ruber,Frateuria aurantia,67
Halovivax ruber,Echinicola vietnamensis,67.2
Halovivax ruber,Segniliparus rotundus,68.1
Hirschia baltica,Hirschia baltica,100
Hirschia baltica,Clostridium perfringens,78.9
Hirschia baltica,Pseudomonas stutzeri,77.9
Hirschia baltica,Salmonella bongori,76.7
Hirschia baltica,Frateuria aurantia,76.8
Hirschia baltica,Salmonella enterica,76.7
Hirschia baltica,Escherichia coli,76.6
Hirschia baltica,Desulfosporosinus meridiei,75.9
Hirschia baltica,Clostridium thermocellum,76.8
Hirschia baltica,Desulfosporosinus acidiphilus,76.2
Hirschia baltica,Terriglobus roseus,77.1
Hirschia baltica,Desulfotomaculum gibsoniae,78.6
Hirschia baltica,Streptococcus pyogenes,75.6
Hirschia baltica,Segniliparus rotundus,76.2
Hirschia baltica,Meiothermus silvanus,76.4
Hirschia baltica,Corynebacterium glutamicum,75.8
Hirschia baltica,Thermobacillus composti,74.1
Hirschia baltica,Nocardiopsis dassonvillei,75.4
Hirschia baltica,Spirochaeta smaragdinae,74
Hirschia baltica,Olsenella uli,73.5
Hirschia baltica,Coraliomargarita akajimensis,75.9
Hirschia baltica,Echinicola vietnamensis,73.6
Hirschia baltica,Fervidobacterium pennivorans,73.6
Meiothermus silvanus,Meiothermus silvanus,100
Meiothermus silvanus,Desulfosporosinus acidiphilus,77.4
Meiothermus silvanus,Desulfosporosinus meridiei,77.4
Meiothermus silvanus,Segniliparus rotundus,77.9
Meiothermus silvanus,Frateuria aurantia,77.3
Meiothermus silvanus,Corynebacterium glutamicum,77.4
Meiothermus silvanus,Thermobacillus composti,75.5
Meiothermus silvanus,Terriglobus roseus,77.4
Meiothermus silvanus,Desulfotomaculum gibsoniae,77
Meiothermus silvanus,Clostridium thermocellum,76.9
Meiothermus silvanus,Nocardiopsis dassonvillei,76.7
Meiothermus silvanus,Clostridium perfringens,76.7
Meiothermus silvanus,Streptococcus pyogenes,76.1
Meiothermus silvanus,Fervidobacterium pennivorans,76.8
Meiothermus silvanus,Hirschia baltica,76.4
Meiothermus silvanus,Olsenella uli,76.3
Meiothermus silvanus,Pseudomonas stutzeri,75.7
Meiothermus silvanus,Salmonella enterica,75.3
Meiothermus silvanus,Escherichia coli,75.3
Meiothermus silvanus,Salmonella bongori,75.4
Meiothermus silvanus,Coraliomargarita akajimensis,74.3
Meiothermus silvanus,Echinicola vietnamensis,74.3
Meiothermus silvanus,Spirochaeta smaragdinae,76.1
Meiothermus silvanus,Natronococcus occultus,69
Meiothermus silvanus,Halovivax ruber,67.9
Natronobacterium gregoryi,Natronobacterium gregoryi,100
Natronobacterium gregoryi,Natronococcus occultus,94
Natronobacterium gregoryi,Halovivax ruber,92.6
Natronobacterium gregoryi,Desulfosporosinus meridiei,69.4
Natronobacterium gregoryi,Desulfosporosinus acidiphilus,69.4
Natronobacterium gregoryi,Desulfotomaculum gibsoniae,69.6
Natronobacterium gregoryi,Fervidobacterium pennivorans,69.2
Natronobacterium gregoryi,Thermobacillus composti,72.1
Natronobacterium gregoryi,Streptococcus pyogenes,69.1
Natronobacterium gregoryi,Salmonella bongori,67.3
Natronobacterium gregoryi,Pseudomonas stutzeri,69
Natronobacterium gregoryi,Terriglobus roseus,67.6
Natronobacterium gregoryi,Spirochaeta smaragdinae,68.2
Natronobacterium gregoryi,Olsenella uli,68.3
Natronobacterium gregoryi,Clostridium thermocellum,68.2
Natronobacterium gregoryi,Corynebacterium glutamicum,68.9
Natronobacterium gregoryi,Nocardiopsis dassonvillei,67.9
Natronobacterium gregoryi,Clostridium perfringens,67.9
Natronobacterium gregoryi,Frateuria aurantia,67
Natronococcus occultus,Natronococcus occultus,100
Natronococcus occultus,Halovivax ruber,94.4
Natronococcus occultus,Natronobacterium gregoryi,94
Natronococcus occultus,Fervidobacterium pennivorans,69.3
Natronococcus occultus,Desulfosporosinus meridiei,70.6
Natronococcus occultus,Desulfosporosinus acidiphilus,68.9
Natronococcus occultus,Pseudomonas stutzeri,69
Natronococcus occultus,Thermobacillus composti,71.2
Natronococcus occultus,Corynebacterium glutamicum,69.5
Natronococcus occultus,Streptococcus pyogenes,69.3
Natronococcus occultus,Desulfotomaculum gibsoniae,69.1
Natronococcus occultus,Spirochaeta smaragdinae,67.4
Natronococcus occultus,Nocardiopsis dassonvillei,69.6
Natronococcus occultus,Terriglobus roseus,67.6
Natronococcus occultus,Salmonella enterica,66.9
Natronococcus occultus,Meiothermus silvanus,69
Natronococcus occultus,Salmonella bongori,66.8
Natronococcus occultus,Segniliparus rotundus,68.3
Natronococcus occultus,Olsenella uli,67.6
Natronococcus occultus,Clostridium thermocellum,68.6
Natronococcus occultus,Frateuria aurantia,67.9
Natronococcus occultus,Clostridium perfringens,67.1
Nocardiopsis dassonvillei,Nocardiopsis dassonvillei,100
Nocardiopsis dassonvillei,Segniliparus rotundus,87.8
Nocardiopsis dassonvillei,Corynebacterium glutamicum,86.2
Nocardiopsis dassonvillei,Olsenella uli,81.1
Nocardiopsis dassonvillei,Desulfosporosinus acidiphilus,79.6
Nocardiopsis dassonvillei,Desulfosporosinus meridiei,78.9
Nocardiopsis dassonvillei,Clostridium thermocellum,78.9
Nocardiopsis dassonvillei,Thermobacillus composti,77.9
Nocardiopsis dassonvillei,Desulfotomaculum gibsoniae,78.4
Nocardiopsis dassonvillei,Clostridium perfringens,78.1
Nocardiopsis dassonvillei,Frateuria aurantia,77.5
Nocardiopsis dassonvillei,Streptococcus pyogenes,77
Nocardiopsis dassonvillei,Coraliomargarita akajimensis,76.7
Nocardiopsis dassonvillei,Spirochaeta smaragdinae,76.8
Nocardiopsis dassonvillei,Meiothermus silvanus,76.7
Nocardiopsis dassonvillei,Terriglobus roseus,76.2
Nocardiopsis dassonvillei,Hirschia baltica,75.4
Nocardiopsis dassonvillei,Salmonella bongori,75.3
Nocardiopsis dassonvillei,Salmonella enterica,75.2
Nocardiopsis dassonvillei,Pseudomonas stutzeri,75.4
Nocardiopsis dassonvillei,Escherichia coli,75.2
Nocardiopsis dassonvillei,Fervidobacterium pennivorans,74.8
Nocardiopsis dassonvillei,Echinicola vietnamensis,74.3
Nocardiopsis dassonvillei,Halovivax ruber,67.7
Nocardiopsis dassonvillei,Natronococcus occultus,69.6
Nocardiopsis dassonvillei,Natronobacterium gregoryi,67.9
Olsenella uli,Olsenella uli,100
Olsenella uli,Segniliparus rotundus,81.8
Olsenella uli,Nocardiopsis dassonvillei,81.1
Olsenella uli,Corynebacterium glutamicum,80.8
Olsenella uli,Clostridium thermocellum,79.8
Olsenella uli,Thermobacillus composti,77.9
Olsenella uli,Desulfosporosinus acidiphilus,78.3
Olsenella uli,Desulfosporosinus meridiei,78.1
Olsenella uli,Desulfotomaculum gibsoniae,79.1
Olsenella uli,Clostridium perfringens,77.5
Olsenella uli,Terriglobus roseus,77
Olsenella uli,Spirochaeta smaragdinae,76.8
Olsenella uli,Fervidobacterium pennivorans,76.6
Olsenella uli,Salmonella bongori,76.5
Olsenella uli,Streptococcus pyogenes,76.4
Olsenella uli,Salmonella enterica,76.4
Olsenella uli,Escherichia coli,76.4
Olsenella uli,Frateuria aurantia,76.1
Olsenella uli,Meiothermus silvanus,76.3
Olsenella uli,Pseudomonas stutzeri,75.5
Olsenella uli,Coraliomargarita akajimensis,75
Olsenella uli,Hirschia baltica,73.5
Olsenella uli,Echinicola vietnamensis,73.4
Olsenella uli,Natronobacterium gregoryi,68.3
Olsenella uli,Halovivax ruber,65.7
Olsenella uli,Natronococcus occultus,67.6
Pseudomonas stutzeri,Pseudomonas stutzeri,100
Pseudomonas stutzeri,Escherichia coli,87
Pseudomonas stutzeri,Frateuria aurantia,86.6
Pseudomonas stutzeri,Salmonella enterica,86.6
Pseudomonas stutzeri,Salmonella bongori,86.5
Pseudomonas stutzeri,Desulfosporosinus acidiphilus,80.9
Pseudomonas stutzeri,Streptococcus pyogenes,78.6
Pseudomonas stutzeri,Clostridium perfringens,78.5
Pseudomonas stutzeri,Desulfosporosinus meridiei,78.2
Pseudomonas stutzeri,Clostridium thermocellum,78
Pseudomonas stutzeri,Hirschia baltica,77.9
Pseudomonas stutzeri,Thermobacillus composti,77.1
Pseudomonas stutzeri,Desulfotomaculum gibsoniae,80
Pseudomonas stutzeri,Terriglobus roseus,76.8
Pseudomonas stutzeri,Corynebacterium glutamicum,77
Pseudomonas stutzeri,Segniliparus rotundus,76.7
Pseudomonas stutzeri,Spirochaeta smaragdinae,76.6
Pseudomonas stutzeri,Coraliomargarita akajimensis,79.2
Pseudomonas stutzeri,Meiothermus silvanus,75.7
Pseudomonas stutzeri,Olsenella uli,75.5
Pseudomonas stutzeri,Nocardiopsis dassonvillei,75.4
Pseudomonas stutzeri,Echinicola vietnamensis,74.9
Pseudomonas stutzeri,Fervidobacterium pennivorans,73.3
Pseudomonas stutzeri,Halovivax ruber,69.5
Pseudomonas stutzeri,Natronobacterium gregoryi,69
Pseudomonas stutzeri,Natronococcus occultus,69
Salmonella bongori,Salmonella bongori,100
Salmonella bongori,Salmonella enterica,98.7
Salmonella bongori,Escherichia coli,97.9
Salmonella bongori,Pseudomonas stutzeri,86.5
Salmonella bongori,Frateuria aurantia,83
Salmonella bongori,Segniliparus rotundus,77.9
Salmonella bongori,Desulfosporosinus meridiei,77.3
Salmonella bongori,Streptococcus pyogenes,77.6
Salmonella bongori,Clostridium thermocellum,76.9
Salmonella bongori,Desulfosporosinus acidiphilus,79.4
Salmonella bongori,Corynebacterium glutamicum,77.1
Salmonella bongori,Hirschia baltica,76.7
Salmonella bongori,Thermobacillus composti,78.2
Salmonella bongori,Desulfotomaculum gibsoniae,79.7
Salmonella bongori,Clostridium perfringens,76.5
Salmonella bongori,Terriglobus roseus,76.5
Salmonella bongori,Olsenella uli,76.5
Salmonella bongori,Spirochaeta smaragdinae,76.2
Salmonella bongori,Coraliomargarita akajimensis,78.5
Salmonella bongori,Meiothermus silvanus,75.4
Salmonella bongori,Nocardiopsis dassonvillei,75.3
Salmonella bongori,Echinicola vietnamensis,75.2
Salmonella bongori,Fervidobacterium pennivorans,73.5
Salmonella bongori,Natronobacterium gregoryi,67.4
Salmonella bongori,Halovivax ruber,66.8
Salmonella bongori,Natronococcus occultus,66.8
Salmonella enterica,Salmonella enterica,100
Salmonella enterica,Escherichia coli,98.5
Salmonella enterica,Salmonella bongori,98.7
Salmonella enterica,Pseudomonas stutzeri,86.6
Salmonella enterica,Frateuria aurantia,83.2
Salmonella enterica,Clostridium thermocellum,77.4
Salmonella enterica,Streptococcus pyogenes,78.1
Salmonella enterica,Segniliparus rotundus,78
Salmonella enterica,Desulfosporosinus meridiei,76.9
Salmonella enterica,Thermobacillus composti,78.1
Salmonella enterica,Desulfosporosinus acidiphilus,79.5
Salmonella enterica,Hirschia baltica,76.7
Salmonella enterica,Corynebacterium glutamicum,76.9
Salmonella enterica,Clostridium perfringens,76.4
Salmonella enterica,Desulfotomaculum gibsoniae,79.5
Salmonella enterica,Olsenella uli,76.4
Salmonella enterica,Terriglobus roseus,76.4
Salmonella enterica,Coraliomargarita akajimensis,78.8
Salmonella enterica,Spirochaeta smaragdinae,75.9
Salmonella enterica,Meiothermus silvanus,75.3
Salmonella enterica,Nocardiopsis dassonvillei,75.2
Salmonella enterica,Echinicola vietnamensis,75.1
Salmonella enterica,Fervidobacterium pennivorans,73.3
Salmonella enterica,Natronococcus occultus,66.9
Segniliparus rotundus,Segniliparus rotundus,100
