Query ID,Subject ID,Percent identity
Candidatus Solibacter usitatus Ellin6076,Synechococcus sp. JA-3-3Ab,77.2
Candidatus Solibacter usitatus Ellin6076,Thermocrinis ruber strain DSM 23557,72.9
Candidatus Solibacter usitatus Ellin6076,Thermodesulfovibrio sp. N1,78.3
Candidatus Solibacter usitatus Ellin6076,Thermodesulfovibrio thiophilus DSM 17215,77.7
Candidatus Solibacter usitatus Ellin6076,Thermus aquaticus Y51MC23,76.3
Candidatus Solibacter usitatus Ellin6076,Thermus brockianus strain GE-1,76
Candidatus Thermochlorobacteriaceae bacterium GBChlB,Caldimicrobium thiodismutans strain TF1,76.2
Candidatus Thermochlorobacteriaceae bacterium GBChlB,Candidatus Solibacter usitatus Ellin6076,76.8
Candidatus Thermochlorobacteriaceae bacterium GBChlB,Candidatus Thermochlorobacteriaceae bacterium GBChlB,100
Candidatus Thermochlorobacteriaceae bacterium GBChlB,Chloracidobacterium thermophilum B,76.1
Candidatus Thermochlorobacteriaceae bacterium GBChlB,Chloroflexus aggregans DSM 9485,73.7
Candidatus Thermochlorobacteriaceae bacterium GBChlB,Chloroflexus aurantiacus J-10-fl,74.6
Candidatus Thermochlorobacteriaceae bacterium GBChlB,Chloroflexus aurantiacus Y-400-fl,74.6
Candidatus Thermochlorobacteriaceae bacterium GBChlB,Chloroflexus islandicus strain isl-2,74.3
Candidatus Thermochlorobacteriaceae bacterium GBChlB,Chloroflexus sp. MS-G,74
Candidatus Thermochlorobacteriaceae bacterium GBChlB,Chloroflexus sp. Y-396-1,74.3
Candidatus Thermochlorobacteriaceae bacterium GBChlB,Elioraea tepidiphila DSM 17972,76.8
Candidatus Thermochlorobacteriaceae bacterium GBChlB,Gloeomargarita lithophora Alchichica-D10,76.6
Candidatus Thermochlorobacteriaceae bacterium GBChlB,Ignavibacterium album JCM 16511,81.1
Candidatus Thermochlorobacteriaceae bacterium GBChlB,Meiothermus ruber DSM 1279,79.1
Candidatus Thermochlorobacteriaceae bacterium GBChlB,Meiothermus silvanus DSM 9946,78.8
Candidatus Thermochlorobacteriaceae bacterium GBChlB,Meiothermus taiwanensis WR-220,79
Candidatus Thermochlorobacteriaceae bacterium GBChlB,Oscillochloris trichoides DG-6,74.6
Candidatus Thermochlorobacteriaceae bacterium GBChlB,Pseudanabaena sp. ABRG5-3,78.1
Candidatus Thermochlorobacteriaceae bacterium GBChlB,Pseudanabaena sp. PCC 7367,77.4
Candidatus Thermochlorobacteriaceae bacterium GBChlB,Pseudothermotoga hypogea DSM 11164 = NBRC 106472,74.2
Candidatus Thermochlorobacteriaceae bacterium GBChlB,Pseudothermotoga lettingae TMO,74.4
Candidatus Thermochlorobacteriaceae bacterium GBChlB,Roseiflexus castenholzii DSM 13941,73.9
Candidatus Thermochlorobacteriaceae bacterium GBChlB,Roseiflexus sp. RS-1,73.7
Candidatus Thermochlorobacteriaceae bacterium GBChlB,Synechococcus sp. JA-2-3B'a(2-13),78.9
Candidatus Thermochlorobacteriaceae bacterium GBChlB,Synechococcus sp. JA-3-3Ab,78.5
Candidatus Thermochlorobacteriaceae bacterium GBChlB,Thermocrinis ruber strain DSM 23557,74.3
Candidatus Thermochlorobacteriaceae bacterium GBChlB,Thermodesulfovibrio sp. N1,76.8
Candidatus Thermochlorobacteriaceae bacterium GBChlB,Thermodesulfovibrio thiophilus DSM 17215,77.1
Candidatus Thermochlorobacteriaceae bacterium GBChlB,Thermus aquaticus Y51MC23,77.4
Candidatus Thermochlorobacteriaceae bacterium GBChlB,Thermus brockianus strain GE-1,77.1
Chloracidobacterium thermophilum B,Caldimicrobium thiodismutans strain TF1,75.9
Chloracidobacterium thermophilum B,Candidatus Solibacter usitatus Ellin6076,82.2
Chloracidobacterium thermophilum B,Candidatus Thermochlorobacteriaceae bacterium GBChlB,76.1
Chloracidobacterium thermophilum B,Chloracidobacterium thermophilum B,100
Chloracidobacterium thermophilum B,Chloroflexus aggregans DSM 9485,74
Chloracidobacterium thermophilum B,Chloroflexus aurantiacus J-10-fl,74.4
Chloracidobacterium thermophilum B,Chloroflexus aurantiacus Y-400-fl,74.4
Chloracidobacterium thermophilum B,Chloroflexus islandicus strain isl-2,74.6
Chloracidobacterium thermophilum B,Chloroflexus sp. MS-G,74.5
Chloracidobacterium thermophilum B,Chloroflexus sp. Y-396-1,74.9
Chloracidobacterium thermophilum B,Elioraea tepidiphila DSM 17972,78.8
Chloracidobacterium thermophilum B,Gloeomargarita lithophora Alchichica-D10,76.1
Chloracidobacterium thermophilum B,Ignavibacterium album JCM 16511,77.2
Chloracidobacterium thermophilum B,Meiothermus ruber DSM 1279,75.7
Chloracidobacterium thermophilum B,Meiothermus silvanus DSM 9946,76.4
Chloracidobacterium thermophilum B,Meiothermus taiwanensis WR-220,75.6
Chloracidobacterium thermophilum B,Oscillochloris trichoides DG-6,75.3
Chloracidobacterium thermophilum B,Pseudanabaena sp. ABRG5-3,76.4
Chloracidobacterium thermophilum B,Pseudanabaena sp. PCC 7367,77.2
Chloracidobacterium thermophilum B,Pseudothermotoga hypogea DSM 11164 = NBRC 106472,75.8
Chloracidobacterium thermophilum B,Pseudothermotoga lettingae TMO,75.5
Chloracidobacterium thermophilum B,Roseiflexus castenholzii DSM 13941,73.7
Chloracidobacterium thermophilum B,Roseiflexus sp. RS-1,74
Chloracidobacterium thermophilum B,Synechococcus sp. JA-2-3B'a(2-13),78.2
Chloracidobacterium thermophilum B,Synechococcus sp. JA-3-3Ab,78.8
Chloracidobacterium thermophilum B,Thermocrinis ruber strain DSM 23557,71.8
Chloracidobacterium thermophilum B,Thermodesulfovibrio sp. N1,78
Chloracidobacterium thermophilum B,Thermodesulfovibrio thiophilus DSM 17215,78
Chloracidobacterium thermophilum B,Thermus aquaticus Y51MC23,74.7
Chloracidobacterium thermophilum B,Thermus brockianus strain GE-1,74.8
Chloroflexus aggregans DSM 9485,Caldimicrobium thiodismutans strain TF1,72.3
Chloroflexus aggregans DSM 9485,Candidatus Solibacter usitatus Ellin6076,74.8
Chloroflexus aggregans DSM 9485,Candidatus Thermochlorobacteriaceae bacterium GBChlB,73.7
Chloroflexus aggregans DSM 9485,Chloracidobacterium thermophilum B,74
Chloroflexus aggregans DSM 9485,Chloroflexus aggregans DSM 9485,100
Chloroflexus aggregans DSM 9485,Chloroflexus aurantiacus J-10-fl,95.6
Chloroflexus aggregans DSM 9485,Chloroflexus aurantiacus Y-400-fl,95.6
Chloroflexus aggregans DSM 9485,Chloroflexus islandicus strain isl-2,97.1
Chloroflexus aggregans DSM 9485,Chloroflexus sp. MS-G,95.2
Chloroflexus aggregans DSM 9485,Chloroflexus sp. Y-396-1,95.6
Chloroflexus aggregans DSM 9485,Elioraea tepidiphila DSM 17972,75.7
Chloroflexus aggregans DSM 9485,Gloeomargarita lithophora Alchichica-D10,75.9
Chloroflexus aggregans DSM 9485,Ignavibacterium album JCM 16511,72.6
Chloroflexus aggregans DSM 9485,Meiothermus ruber DSM 1279,75.6
Chloroflexus aggregans DSM 9485,Meiothermus silvanus DSM 9946,75.1
Chloroflexus aggregans DSM 9485,Meiothermus taiwanensis WR-220,75.6
Chloroflexus aggregans DSM 9485,Oscillochloris trichoides DG-6,87.8
Chloroflexus aggregans DSM 9485,Pseudanabaena sp. ABRG5-3,74.5
Chloroflexus aggregans DSM 9485,Pseudanabaena sp. PCC 7367,74.1
Chloroflexus aggregans DSM 9485,Pseudothermotoga hypogea DSM 11164 = NBRC 106472,72.6
Chloroflexus aggregans DSM 9485,Pseudothermotoga lettingae TMO,72.5
Chloroflexus aggregans DSM 9485,Roseiflexus castenholzii DSM 13941,85.2
Chloroflexus aggregans DSM 9485,Roseiflexus sp. RS-1,84.6
Chloroflexus aggregans DSM 9485,Synechococcus sp. JA-2-3B'a(2-13),75.6
Chloroflexus aggregans DSM 9485,Synechococcus sp. JA-3-3Ab,76.1
Chloroflexus aggregans DSM 9485,Thermocrinis ruber strain DSM 23557,73.4
Chloroflexus aggregans DSM 9485,Thermodesulfovibrio sp. N1,74.8
Chloroflexus aggregans DSM 9485,Thermodesulfovibrio thiophilus DSM 17215,74
Chloroflexus aggregans DSM 9485,Thermus aquaticus Y51MC23,76
Chloroflexus aggregans DSM 9485,Thermus brockianus strain GE-1,76.2
Chloroflexus aurantiacus J-10-fl,Caldimicrobium thiodismutans strain TF1,73.9
Chloroflexus aurantiacus J-10-fl,Candidatus Solibacter usitatus Ellin6076,75.5
Chloroflexus aurantiacus J-10-fl,Candidatus Thermochlorobacteriaceae bacterium GBChlB,74.6
Chloroflexus aurantiacus J-10-fl,Chloracidobacterium thermophilum B,74.4
Chloroflexus aurantiacus J-10-fl,Chloroflexus aggregans DSM 9485,95.6
Chloroflexus aurantiacus J-10-fl,Chloroflexus aurantiacus J-10-fl,100
Chloroflexus aurantiacus J-10-fl,Chloroflexus aurantiacus Y-400-fl,100
Chloroflexus aurantiacus J-10-fl,Chloroflexus islandicus strain isl-2,95.8
Chloroflexus aurantiacus J-10-fl,Chloroflexus sp. MS-G,95.6
Chloroflexus aurantiacus J-10-fl,Chloroflexus sp. Y-396-1,95.9
Chloroflexus aurantiacus J-10-fl,Elioraea tepidiphila DSM 17972,76.4
Chloroflexus aurantiacus J-10-fl,Gloeomargarita lithophora Alchichica-D10,76.7
Chloroflexus aurantiacus J-10-fl,Ignavibacterium album JCM 16511,72.8
Chloroflexus aurantiacus J-10-fl,Meiothermus ruber DSM 1279,75.8
Chloroflexus aurantiacus J-10-fl,Meiothermus silvanus DSM 9946,76.3
Chloroflexus aurantiacus J-10-fl,Meiothermus taiwanensis WR-220,75.9
Chloroflexus aurantiacus J-10-fl,Oscillochloris trichoides DG-6,89.2
Chloroflexus aurantiacus J-10-fl,Pseudanabaena sp. ABRG5-3,74.8
Chloroflexus aurantiacus J-10-fl,Pseudanabaena sp. PCC 7367,74.8
Chloroflexus aurantiacus J-10-fl,Pseudothermotoga hypogea DSM 11164 = NBRC 106472,72.8
Chloroflexus aurantiacus J-10-fl,Pseudothermotoga lettingae TMO,73.2
Chloroflexus aurantiacus J-10-fl,Roseiflexus castenholzii DSM 13941,85.2
Chloroflexus aurantiacus J-10-fl,Roseiflexus sp. RS-1,85.4
Chloroflexus aurantiacus J-10-fl,Synechococcus sp. JA-2-3B'a(2-13),76.4
Chloroflexus aurantiacus J-10-fl,Synechococcus sp. JA-3-3Ab,76.4
Chloroflexus aurantiacus J-10-fl,Thermocrinis ruber strain DSM 23557,73.7
Chloroflexus aurantiacus J-10-fl,Thermodesulfovibrio sp. N1,75.6
Chloroflexus aurantiacus J-10-fl,Thermodesulfovibrio thiophilus DSM 17215,74.5
Chloroflexus aurantiacus J-10-fl,Thermus aquaticus Y51MC23,76.4
Chloroflexus aurantiacus J-10-fl,Thermus brockianus strain GE-1,76.4
Chloroflexus aurantiacus Y-400-fl,Caldimicrobium thiodismutans strain TF1,73.9
Chloroflexus aurantiacus Y-400-fl,Candidatus Solibacter usitatus Ellin6076,75.5
Chloroflexus aurantiacus Y-400-fl,Candidatus Thermochlorobacteriaceae bacterium GBChlB,74.6
Chloroflexus aurantiacus Y-400-fl,Chloracidobacterium thermophilum B,74.4
Chloroflexus aurantiacus Y-400-fl,Chloroflexus aggregans DSM 9485,95.6
Chloroflexus aurantiacus Y-400-fl,Chloroflexus aurantiacus J-10-fl,100
Chloroflexus aurantiacus Y-400-fl,Chloroflexus aurantiacus Y-400-fl,100
Chloroflexus aurantiacus Y-400-fl,Chloroflexus islandicus strain isl-2,95.8
Chloroflexus aurantiacus Y-400-fl,Chloroflexus sp. MS-G,95.6
Chloroflexus aurantiacus Y-400-fl,Chloroflexus sp. Y-396-1,95.9
Chloroflexus aurantiacus Y-400-fl,Elioraea tepidiphila DSM 17972,76.4
Chloroflexus aurantiacus Y-400-fl,Gloeomargarita lithophora Alchichica-D10,76.7
Chloroflexus aurantiacus Y-400-fl,Ignavibacterium album JCM 16511,72.8
Chloroflexus aurantiacus Y-400-fl,Meiothermus ruber DSM 1279,75.8
Chloroflexus aurantiacus Y-400-fl,Meiothermus silvanus DSM 9946,76.3
Chloroflexus aurantiacus Y-400-fl,Meiothermus taiwanensis WR-220,75.9
Chloroflexus aurantiacus Y-400-fl,Oscillochloris trichoides DG-6,89.2
Chloroflexus aurantiacus Y-400-fl,Pseudanabaena sp. ABRG5-3,74.8
Chloroflexus aurantiacus Y-400-fl,Pseudanabaena sp. PCC 7367,74.8
Chloroflexus aurantiacus Y-400-fl,Pseudothermotoga hypogea DSM 11164 = NBRC 106472,72.8
Chloroflexus aurantiacus Y-400-fl,Pseudothermotoga lettingae TMO,73.2
Chloroflexus aurantiacus Y-400-fl,Roseiflexus castenholzii DSM 13941,85.2
Chloroflexus aurantiacus Y-400-fl,Roseiflexus sp. RS-1,85.4
Chloroflexus aurantiacus Y-400-fl,Synechococcus sp. JA-2-3B'a(2-13),76.4
Chloroflexus aurantiacus Y-400-fl,Synechococcus sp. JA-3-3Ab,76.4
Chloroflexus aurantiacus Y-400-fl,Thermocrinis ruber strain DSM 23557,73.7
Chloroflexus aurantiacus Y-400-fl,Thermodesulfovibrio sp. N1,75.6
Chloroflexus aurantiacus Y-400-fl,Thermodesulfovibrio thiophilus DSM 17215,74.5
Chloroflexus aurantiacus Y-400-fl,Thermus aquaticus Y51MC23,76.4
Chloroflexus aurantiacus Y-400-fl,Thermus brockianus strain GE-1,76.4
Chloroflexus islandicus strain isl-2,Caldimicrobium thiodismutans strain TF1,72.6
Chloroflexus islandicus strain isl-2,Candidatus Solibacter usitatus Ellin6076,75.3
Chloroflexus islandicus strain isl-2,Candidatus Thermochlorobacteriaceae bacterium GBChlB,74.3
Chloroflexus islandicus strain isl-2,Chloracidobacterium thermophilum B,74.6
Chloroflexus islandicus strain isl-2,Chloroflexus aggregans DSM 9485,97.1
Chloroflexus islandicus strain isl-2,Chloroflexus aurantiacus J-10-fl,95.8
Chloroflexus islandicus strain isl-2,Chloroflexus aurantiacus Y-400-fl,95.8
Chloroflexus islandicus strain isl-2,Chloroflexus islandicus strain isl-2,100
Chloroflexus islandicus strain isl-2,Chloroflexus sp. MS-G,95.2
Chloroflexus islandicus strain isl-2,Chloroflexus sp. Y-396-1,95.4
Chloroflexus islandicus strain isl-2,Elioraea tepidiphila DSM 17972,76.3
Chloroflexus islandicus strain isl-2,Gloeomargarita lithophora Alchichica-D10,75.8
Chloroflexus islandicus strain isl-2,Ignavibacterium album JCM 16511,72.7
Chloroflexus islandicus strain isl-2,Meiothermus ruber DSM 1279,76
Chloroflexus islandicus strain isl-2,Meiothermus silvanus DSM 9946,76.2
Chloroflexus islandicus strain isl-2,Meiothermus taiwanensis WR-220,75.9
Chloroflexus islandicus strain isl-2,Oscillochloris trichoides DG-6,88.8
Chloroflexus islandicus strain isl-2,Pseudanabaena sp. ABRG5-3,75.1
Chloroflexus islandicus strain isl-2,Pseudanabaena sp. PCC 7367,74.8
Chloroflexus islandicus strain isl-2,Pseudothermotoga hypogea DSM 11164 = NBRC 106472,72.5
Chloroflexus islandicus strain isl-2,Pseudothermotoga lettingae TMO,72.7
Chloroflexus islandicus strain isl-2,Roseiflexus castenholzii DSM 13941,85.8
Chloroflexus islandicus strain isl-2,Roseiflexus sp. RS-1,85.7
Chloroflexus islandicus strain isl-2,Synechococcus sp. JA-2-3B'a(2-13),75.8
Chloroflexus islandicus strain isl-2,Synechococcus sp. JA-3-3Ab,76.7
Chloroflexus islandicus strain isl-2,Thermocrinis ruber strain DSM 23557,73.3
Chloroflexus islandicus strain isl-2,Thermodesulfovibrio sp. N1,75
Chloroflexus islandicus strain isl-2,Thermodesulfovibrio thiophilus DSM 17215,74
Chloroflexus islandicus strain isl-2,Thermus aquaticus Y51MC23,75.9
Chloroflexus islandicus strain isl-2,Thermus brockianus strain GE-1,76
Chloroflexus sp. MS-G,Caldimicrobium thiodismutans strain TF1,73.7
Chloroflexus sp. MS-G,Candidatus Solibacter usitatus Ellin6076,75.1
Chloroflexus sp. MS-G,Candidatus Thermochlorobacteriaceae bacterium GBChlB,74
Chloroflexus sp. MS-G,Chloracidobacterium thermophilum B,74.5
Chloroflexus sp. MS-G,Chloroflexus aggregans DSM 9485,95.2
Chloroflexus sp. MS-G,Chloroflexus aurantiacus J-10-fl,95.6
Chloroflexus sp. MS-G,Chloroflexus aurantiacus Y-400-fl,95.6
Chloroflexus sp. MS-G,Chloroflexus islandicus strain isl-2,95.2
Chloroflexus sp. MS-G,Chloroflexus sp. MS-G,100
Chloroflexus sp. MS-G,Chloroflexus sp. Y-396-1,98.7
Chloroflexus sp. MS-G,Elioraea tepidiphila DSM 17972,76.1
Chloroflexus sp. MS-G,Gloeomargarita lithophora Alchichica-D10,76.7
Chloroflexus sp. MS-G,Ignavibacterium album JCM 16511,73.2
Chloroflexus sp. MS-G,Meiothermus ruber DSM 1279,75.6
Chloroflexus sp. MS-G,Meiothermus silvanus DSM 9946,75.9
Chloroflexus sp. MS-G,Meiothermus taiwanensis WR-220,75.5
Chloroflexus sp. MS-G,Oscillochloris trichoides DG-6,88
Chloroflexus sp. MS-G,Pseudanabaena sp. ABRG5-3,74.9
Chloroflexus sp. MS-G,Pseudanabaena sp. PCC 7367,74.5
Chloroflexus sp. MS-G,Pseudothermotoga hypogea DSM 11164 = NBRC 106472,73.1
Chloroflexus sp. MS-G,Pseudothermotoga lettingae TMO,73
Chloroflexus sp. MS-G,Roseiflexus castenholzii DSM 13941,85.3
Chloroflexus sp. MS-G,Roseiflexus sp. RS-1,85.7
Chloroflexus sp. MS-G,Synechococcus sp. JA-2-3B'a(2-13),76.1
Chloroflexus sp. MS-G,Synechococcus sp. JA-3-3Ab,76.6
Chloroflexus sp. MS-G,Thermocrinis ruber strain DSM 23557,73.5
Chloroflexus sp. MS-G,Thermodesulfovibrio sp. N1,75.2
Chloroflexus sp. MS-G,Thermodesulfovibrio thiophilus DSM 17215,74.4
Chloroflexus sp. MS-G,Thermus aquaticus Y51MC23,75.6
Chloroflexus sp. MS-G,Thermus brockianus strain GE-1,75.9
Chloroflexus sp. Y-396-1,Caldimicrobium thiodismutans strain TF1,73.5
Chloroflexus sp. Y-396-1,Candidatus Solibacter usitatus Ellin6076,75.2
Chloroflexus sp. Y-396-1,Candidatus Thermochlorobacteriaceae bacterium GBChlB,74.3
Chloroflexus sp. Y-396-1,Chloracidobacterium thermophilum B,74.9
Chloroflexus sp. Y-396-1,Chloroflexus aggregans DSM 9485,95.6
Chloroflexus sp. Y-396-1,Chloroflexus aurantiacus J-10-fl,95.9
Chloroflexus sp. Y-396-1,Chloroflexus aurantiacus Y-400-fl,95.9
Chloroflexus sp. Y-396-1,Chloroflexus islandicus strain isl-2,95.4
Chloroflexus sp. Y-396-1,Chloroflexus sp. MS-G,98.7
Chloroflexus sp. Y-396-1,Chloroflexus sp. Y-396-1,100
Chloroflexus sp. Y-396-1,Elioraea tepidiphila DSM 17972,76.4
Chloroflexus sp. Y-396-1,Gloeomargarita lithophora Alchichica-D10,77.1
Chloroflexus sp. Y-396-1,Ignavibacterium album JCM 16511,73.4
Chloroflexus sp. Y-396-1,Meiothermus ruber DSM 1279,76.2
Chloroflexus sp. Y-396-1,Meiothermus silvanus DSM 9946,76.2
Chloroflexus sp. Y-396-1,Meiothermus taiwanensis WR-220,76
Chloroflexus sp. Y-396-1,Oscillochloris trichoides DG-6,88
Chloroflexus sp. Y-396-1,Pseudanabaena sp. ABRG5-3,75
Chloroflexus sp. Y-396-1,Pseudanabaena sp. PCC 7367,74.8
Chloroflexus sp. Y-396-1,Pseudothermotoga hypogea DSM 11164 = NBRC 106472,73.1
Chloroflexus sp. Y-396-1,Pseudothermotoga lettingae TMO,73.3
Chloroflexus sp. Y-396-1,Roseiflexus castenholzii DSM 13941,85.7
Chloroflexus sp. Y-396-1,Roseiflexus sp. RS-1,86.3
Chloroflexus sp. Y-396-1,Synechococcus sp. JA-2-3B'a(2-13),76.1
Chloroflexus sp. Y-396-1,Synechococcus sp. JA-3-3Ab,76.5
Chloroflexus sp. Y-396-1,Thermocrinis ruber strain DSM 23557,73.5
Chloroflexus sp. Y-396-1,Thermodesulfovibrio sp. N1,75.4
Chloroflexus sp. Y-396-1,Thermodesulfovibrio thiophilus DSM 17215,74.5
Chloroflexus sp. Y-396-1,Thermus aquaticus Y51MC23,76.5
Chloroflexus sp. Y-396-1,Thermus brockianus strain GE-1,76.6
Elioraea tepidiphila DSM 17972,Caldimicrobium thiodismutans strain TF1,77.3
Elioraea tepidiphila DSM 17972,Candidatus Solibacter usitatus Ellin6076,78.8
Elioraea tepidiphila DSM 17972,Candidatus Thermochlorobacteriaceae bacterium GBChlB,76.8
Elioraea tepidiphila DSM 17972,Chloracidobacterium thermophilum B,78.8
Elioraea tepidiphila DSM 17972,Chloroflexus aggregans DSM 9485,75.7
Elioraea tepidiphila DSM 17972,Chloroflexus aurantiacus J-10-fl,76.4
Elioraea tepidiphila DSM 17972,Chloroflexus aurantiacus Y-400-fl,76.4
Elioraea tepidiphila DSM 17972,Chloroflexus islandicus strain isl-2,76.3
Elioraea tepidiphila DSM 17972,Chloroflexus sp. MS-G,76.1
Elioraea tepidiphila DSM 17972,Chloroflexus sp. Y-396-1,76.4
Elioraea tepidiphila DSM 17972,Elioraea tepidiphila DSM 17972,100
Elioraea tepidiphila DSM 17972,Gloeomargarita lithophora Alchichica-D10,79.2
Elioraea tepidiphila DSM 17972,Ignavibacterium album JCM 16511,77
Elioraea tepidiphila DSM 17972,Meiothermus ruber DSM 1279,77
Elioraea tepidiphila DSM 17972,Meiothermus silvanus DSM 9946,77.2
Elioraea tepidiphila DSM 17972,Meiothermus taiwanensis WR-220,77.3
Elioraea tepidiphila DSM 17972,Oscillochloris trichoides DG-6,76.2
Elioraea tepidiphila DSM 17972,Pseudanabaena sp. ABRG5-3,78.9
Elioraea tepidiphila DSM 17972,Pseudanabaena sp. PCC 7367,78.3
Elioraea tepidiphila DSM 17972,Pseudothermotoga hypogea DSM 11164 = NBRC 106472,75.7
Elioraea tepidiphila DSM 17972,Pseudothermotoga lettingae TMO,75.1
Elioraea tepidiphila DSM 17972,Roseiflexus castenholzii DSM 13941,76.6
Elioraea tepidiphila DSM 17972,Roseiflexus sp. RS-1,76.2
Elioraea tepidiphila DSM 17972,Synechococcus sp. JA-2-3B'a(2-13),80.2
Elioraea tepidiphila DSM 17972,Synechococcus sp. JA-3-3Ab,79.5
Elioraea tepidiphila DSM 17972,Thermocrinis ruber strain DSM 23557,75.1
Elioraea tepidiphila DSM 17972,Thermodesulfovibrio sp. N1,80
Elioraea tepidiphila DSM 17972,Thermodesulfovibrio thiophilus DSM 17215,79.9
Elioraea tepidiphila DSM 17972,Thermus aquaticus Y51MC23,76.9
Elioraea tepidiphila DSM 17972,Thermus brockianus strain GE-1,77.1
Gloeomargarita lithophora Alchichica-D10,Caldimicrobium thiodismutans strain TF1,76.1
Gloeomargarita lithophora Alchichica-D10,Candidatus Solibacter usitatus Ellin6076,76.7
Gloeomargarita lithophora Alchichica-D10,Candidatus Thermochlorobacteriaceae bacterium GBChlB,76.6
